SUB_CRITERIO;CRITERIO;FECHA_INMUNIZACION;1aDOSIS1;2aDOSIS1;ÚnicaDOSIS;Refuerzo_DOSIS;4aDOSIS
Administrativo de apoyo no clinico sector privado;Personal de salud;10/08/2022;;;;1;27
Administrativo de apoyo no clinico sector privado;Personal de salud;11/08/2022;;;;1;26
Administrativo de apoyo no clinico sector privado;Personal de salud;12/08/2022;;;;3;32
Administrativo de apoyo no clinico sector privado;Personal de salud;13/08/2022;;;;;9
Administrativo de apoyo no clinico sector privado;Personal de salud;14/08/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;16/08/2022;;;;1;17
Administrativo de apoyo no clinico sector privado;Personal de salud;17/08/2022;;;;2;20
Administrativo de apoyo no clinico sector privado;Personal de salud;18/08/2022;;;;3;26
Administrativo de apoyo no clinico sector privado;Personal de salud;19/08/2022;;;;3;22
Administrativo de apoyo no clinico sector privado;Personal de salud;20/08/2022;;;;;5
Administrativo de apoyo no clinico sector privado;Personal de salud;22/08/2022;;;;1;24
Administrativo de apoyo no clinico sector privado;Personal de salud;23/08/2022;;;;;19
Administrativo de apoyo no clinico sector privado;Personal de salud;24/08/2022;;;;;14
Administrativo de apoyo no clinico sector privado;Personal de salud;25/08/2022;;1;;3;26
Administrativo de apoyo no clinico sector privado;Personal de salud;26/08/2022;;;;4;19
Administrativo de apoyo no clinico sector privado;Personal de salud;27/08/2022;;;;;3
Administrativo de apoyo no clinico sector privado;Personal de salud;29/08/2022;;;;2;28
Administrativo de apoyo no clinico sector privado;Personal de salud;30/08/2022;;;;;21
Administrativo de apoyo no clinico sector privado;Personal de salud;31/08/2022;;;;;18
Administrativo de apoyo no clinico sector privado;Personal de salud;01/09/2022;;;;2;18
Administrativo de apoyo no clinico sector privado;Personal de salud;02/09/2022;;;;1;21
Administrativo de apoyo no clinico sector privado;Personal de salud;03/09/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;05/09/2022;;;;1;10
Administrativo de apoyo no clinico sector privado;Personal de salud;06/09/2022;;;;;14
Administrativo de apoyo no clinico sector privado;Personal de salud;07/09/2022;;;;2;15
Administrativo de apoyo no clinico sector privado;Personal de salud;08/09/2022;;;;1;18
Administrativo de apoyo no clinico sector privado;Personal de salud;09/09/2022;;;;1;10
Administrativo de apoyo no clinico sector privado;Personal de salud;10/09/2022;;;;;5
Administrativo de apoyo no clinico sector privado;Personal de salud;12/09/2022;;;;2;14
Administrativo de apoyo no clinico sector privado;Personal de salud;13/09/2022;;;;3;21
Administrativo de apoyo no clinico sector privado;Personal de salud;14/09/2022;;;;2;15
Administrativo de apoyo no clinico sector privado;Personal de salud;15/09/2022;;;;;8
Administrativo de apoyo no clinico sector privado;Personal de salud;16/09/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;20/09/2022;;;;2;13
Administrativo de apoyo no clinico sector privado;Personal de salud;21/09/2022;;;;1;8
Administrativo de apoyo no clinico sector privado;Personal de salud;22/09/2022;;;;;7
Administrativo de apoyo no clinico sector privado;Personal de salud;23/09/2022;;;;1;8
Administrativo de apoyo no clinico sector privado;Personal de salud;26/09/2022;;;;2;8
Administrativo de apoyo no clinico sector privado;Personal de salud;27/09/2022;;;;1;4
Administrativo de apoyo no clinico sector privado;Personal de salud;28/09/2022;;;;;4
Administrativo de apoyo no clinico sector privado;Personal de salud;29/09/2022;;;;1;
Administrativo de apoyo no clinico sector privado;Personal de salud;30/09/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;03/10/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;04/10/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;06/10/2022;;;;1;
Administrativo de apoyo no clinico sector privado;Personal de salud;07/10/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;11/10/2022;;;;;2
Administrativo de apoyo no clinico sector privado;Personal de salud;14/10/2022;;;;1;
Administrativo de apoyo no clinico sector privado;Personal de salud;19/10/2022;;;;;2
Administrativo de apoyo no clinico sector privado;Personal de salud;20/10/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;21/10/2022;;;;;2
Administrativo de apoyo no clinico sector privado;Personal de salud;25/10/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;28/10/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;03/11/2022;;;;1;
Administrativo de apoyo no clinico sector privado;Personal de salud;04/11/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;08/11/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;11/11/2022;;;;1;1
Administrativo de apoyo no clinico sector privado;Personal de salud;15/11/2022;;;;;2
Administrativo de apoyo no clinico sector privado;Personal de salud;16/11/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;17/11/2022;;;;;3
Administrativo de apoyo no clinico sector privado;Personal de salud;21/11/2022;;;;1;2
Administrativo de apoyo no clinico sector privado;Personal de salud;23/11/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;24/11/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;25/11/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;28/11/2022;;;;;2
Administrativo de apoyo no clinico sector privado;Personal de salud;29/11/2022;;;;1;
Administrativo de apoyo no clinico sector privado;Personal de salud;30/11/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;01/12/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;02/12/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;04/12/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;06/12/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;13/12/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;16/12/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;29/12/2022;;;;;1
Administrativo de apoyo no clinico sector privado;Personal de salud;06/01/2023;;;;;1
Administrativo de apoyo no clinico sector público;Personal de salud;;;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;24/12/2020;1;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;25/12/2020;22;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;26/12/2020;14;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;27/12/2020;1;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;05/01/2021;1;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;14/01/2021;23;35;;;
Administrativo de apoyo no clinico sector público;Personal de salud;15/01/2021;5;3;;;
Administrativo de apoyo no clinico sector público;Personal de salud;18/01/2021;192;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;19/01/2021;400;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;20/01/2021;272;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;21/01/2021;45;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;22/01/2021;5;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;25/01/2021;;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;02/02/2021;196;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;03/02/2021;2562;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;04/02/2021;1567;26;;;
Administrativo de apoyo no clinico sector público;Personal de salud;05/02/2021;1933;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;06/02/2021;483;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;07/02/2021;52;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;08/02/2021;1918;182;;;
Administrativo de apoyo no clinico sector público;Personal de salud;09/02/2021;2089;454;;;
Administrativo de apoyo no clinico sector público;Personal de salud;10/02/2021;1950;229;;;
Administrativo de apoyo no clinico sector público;Personal de salud;11/02/2021;2279;39;;;
Administrativo de apoyo no clinico sector público;Personal de salud;12/02/2021;1454;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;13/02/2021;413;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;14/02/2021;7;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;15/02/2021;1198;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;16/02/2021;1320;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;17/02/2021;869;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;18/02/2021;1104;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;19/02/2021;585;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;20/02/2021;56;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;21/02/2021;7;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;22/02/2021;370;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;23/02/2021;331;1;;;
Administrativo de apoyo no clinico sector público;Personal de salud;24/02/2021;240;2;;;
Administrativo de apoyo no clinico sector público;Personal de salud;25/02/2021;246;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;26/02/2021;288;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;27/02/2021;93;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;01/03/2021;271;3;;;
Administrativo de apoyo no clinico sector público;Personal de salud;02/03/2021;271;192;;;
Administrativo de apoyo no clinico sector público;Personal de salud;03/03/2021;265;2322;;;
Administrativo de apoyo no clinico sector público;Personal de salud;04/03/2021;267;1666;;;
Administrativo de apoyo no clinico sector público;Personal de salud;05/03/2021;314;1714;;;
Administrativo de apoyo no clinico sector público;Personal de salud;06/03/2021;63;306;;;
Administrativo de apoyo no clinico sector público;Personal de salud;07/03/2021;;33;;;
Administrativo de apoyo no clinico sector público;Personal de salud;08/03/2021;202;1769;;;
Administrativo de apoyo no clinico sector público;Personal de salud;09/03/2021;228;2130;;;
Administrativo de apoyo no clinico sector público;Personal de salud;10/03/2021;226;1851;;;
Administrativo de apoyo no clinico sector público;Personal de salud;11/03/2021;259;2211;;;
Administrativo de apoyo no clinico sector público;Personal de salud;12/03/2021;214;1467;;;
Administrativo de apoyo no clinico sector público;Personal de salud;13/03/2021;32;353;;;
Administrativo de apoyo no clinico sector público;Personal de salud;14/03/2021;3;16;;;
Administrativo de apoyo no clinico sector público;Personal de salud;15/03/2021;247;1265;;;
Administrativo de apoyo no clinico sector público;Personal de salud;16/03/2021;239;1325;;;
Administrativo de apoyo no clinico sector público;Personal de salud;17/03/2021;230;985;;;
Administrativo de apoyo no clinico sector público;Personal de salud;18/03/2021;222;1077;;;
Administrativo de apoyo no clinico sector público;Personal de salud;19/03/2021;224;685;;;
Administrativo de apoyo no clinico sector público;Personal de salud;20/03/2021;19;64;;;
Administrativo de apoyo no clinico sector público;Personal de salud;21/03/2021;2;9;;;
Administrativo de apoyo no clinico sector público;Personal de salud;22/03/2021;212;501;;;
Administrativo de apoyo no clinico sector público;Personal de salud;23/03/2021;180;420;;;
Administrativo de apoyo no clinico sector público;Personal de salud;24/03/2021;199;252;;;
Administrativo de apoyo no clinico sector público;Personal de salud;25/03/2021;151;175;;;
Administrativo de apoyo no clinico sector público;Personal de salud;26/03/2021;225;262;;;
Administrativo de apoyo no clinico sector público;Personal de salud;27/03/2021;4;14;;;
Administrativo de apoyo no clinico sector público;Personal de salud;28/03/2021;2;;;;
Administrativo de apoyo no clinico sector público;Personal de salud;29/03/2021;142;251;;;
Administrativo de apoyo no clinico sector público;Personal de salud;30/03/2021;143;268;;;
Administrativo de apoyo no clinico sector público;Personal de salud;31/03/2021;106;246;;;
Administrativo de apoyo no clinico sector público;Personal de salud;01/04/2021;123;273;;;
Administrativo de apoyo no clinico sector público;Personal de salud;02/04/2021;;9;;;
Administrativo de apoyo no clinico sector público;Personal de salud;03/04/2021;4;5;;;
Administrativo de apoyo no clinico sector público;Personal de salud;05/04/2021;133;420;;;
Administrativo de apoyo no clinico sector público;Personal de salud;06/04/2021;78;271;;;
Administrativo de apoyo no clinico sector público;Personal de salud;07/04/2021;61;252;;;
Administrativo de apoyo no clinico sector público;Personal de salud;08/04/2021;65;243;;;
Administrativo de apoyo no clinico sector público;Personal de salud;09/04/2021;87;223;;;
Administrativo de apoyo no clinico sector público;Personal de salud;10/04/2021;19;21;;;
Administrativo de apoyo no clinico sector público;Personal de salud;11/04/2021;;3;;;
Administrativo de apoyo no clinico sector público;Personal de salud;12/04/2021;182;259;;;
Administrativo de apoyo no clinico sector público;Personal de salud;13/04/2021;214;250;;;
Administrativo de apoyo no clinico sector público;Personal de salud;14/04/2021;183;239;;;
Administrativo de apoyo no clinico sector público;Personal de salud;15/04/2021;220;187;;;
Administrativo de apoyo no clinico sector público;Personal de salud;16/04/2021;68;239;;;
Administrativo de apoyo no clinico sector público;Personal de salud;17/04/2021;12;13;;;
